municipio,zona,altitud_m,year,month,rainfall,eto_mm_day,rain_mm_day,water_stress_index,stress_level
Ayutla,costa_sur,40,2023,9,198.5,5.26,6.617,0.783,bajo
Ayutla,costa_sur,40,2023,10,528.7,4.322,17.623,0.244,bajo
Ayutla,costa_sur,40,2023,11,125.7,4.347,4.19,1.013,medio
Ayutla,costa_sur,40,2023,12,12.6,4.546,0.42,8.741,alto
Ayutla,costa_sur,40,2024,1,4.3,4.595,0.143,18.884,alto
Ayutla,costa_sur,40,2024,2,9.8,5.156,0.327,12.084,alto
Ayutla,costa_sur,40,2024,3,4.0,5.758,0.133,24.679,alto
Ayutla,costa_sur,40,2024,4,54.2,6.099,1.807,3.199,alto
Ayutla,costa_sur,40,2024,5,124.5,5.266,4.15,1.239,medio
Ayutla,costa_sur,40,2024,6,1367.1,3.709,45.57,0.081,bajo
Ayutla,costa_sur,40,2024,7,302.1,5.303,10.07,0.521,bajo
Ayutla,costa_sur,40,2024,8,170.8,5.049,5.693,0.871,bajo
Ayutla,costa_sur,40,2024,9,364.4,4.538,12.147,0.371,bajo
Ayutla,costa_sur,40,2024,10,307.0,4.357,10.233,0.422,bajo
Ayutla,costa_sur,40,2024,11,321.4,3.842,10.713,0.355,bajo
Ayutla,costa_sur,40,2024,12,11.9,4.235,0.397,8.526,alto
Barillas,noroccidente,1375,2010,1,291.3,3.561,9.71,0.363,bajo
Barillas,noroccidente,1375,2010,2,252.1,4.343,8.403,0.511,bajo
Barillas,noroccidente,1375,2010,3,163.9,5.337,5.463,0.959,bajo
Barillas,noroccidente,1375,2010,4,289.5,5.128,9.65,0.526,bajo
Barillas,noroccidente,1375,2010,5,701.8,4.674,23.393,0.199,bajo
Barillas,noroccidente,1375,2010,6,471.3,4.03,15.71,0.255,bajo
Barillas,noroccidente,1375,2010,7,548.9,3.85,18.297,0.209,bajo
Barillas,noroccidente,1375,2010,8,876.1,3.631,29.203,0.124,bajo
Barillas,noroccidente,1375,2010,9,731.9,3.506,24.397,0.143,bajo
Barillas,noroccidente,1375,2010,10,140.2,3.786,4.673,0.793,bajo
Barillas,noroccidente,1375,2010,11,213.8,3.444,7.127,0.477,bajo
Barillas,noroccidente,1375,2010,12,133.6,3.661,4.453,0.804,bajo
Barillas,noroccidente,1375,2011,1,139.5,3.8,4.65,0.8,bajo
Barillas,noroccidente,1375,2011,2,128.9,4.167,4.297,0.948,bajo
Barillas,noroccidente,1375,2011,3,87.2,5.188,2.907,1.726,alto
Barillas,noroccidente,1375,2011,4,127.8,5.376,4.26,1.233,medio
Barillas,noroccidente,1375,2011,5,87.0,5.163,2.9,1.721,alto
Barillas,noroccidente,1375,2011,6,499.0,3.898,16.633,0.233,bajo
Barillas,noroccidente,1375,2011,7,433.9,3.796,14.463,0.261,bajo
Barillas,noroccidente,1375,2011,8,473.6,4.273,15.787,0.269,bajo
Barillas,noroccidente,1375,2011,9,928.8,3.579,30.96,0.115,bajo
Barillas,noroccidente,1375,2011,10,725.9,3.053,24.197,0.126,bajo
Barillas,noroccidente,1375,2011,11,117.9,3.741,3.93,0.928,bajo
Barillas,noroccidente,1375,2011,12,113.6,3.449,3.787,0.887,bajo
Barillas,noroccidente,1375,2012,1,269.9,3.486,8.997,0.383,bajo
Barillas,noroccidente,1375,2012,2,95.6,3.716,3.187,1.131,medio
Barillas,noroccidente,1375,2012,3,73.0,4.774,2.433,1.884,alto
Barillas,noroccidente,1375,2012,4,119.7,5.183,3.99,1.267,medio
Barillas,noroccidente,1375,2012,5,301.4,4.287,10.047,0.422,bajo
Barillas,noroccidente,1375,2012,6,1149.5,4.053,38.317,0.105,bajo
Barillas,noroccidente,1375,2012,7,72.5,4.325,2.417,1.719,alto
Barillas,noroccidente,1375,2012,8,548.4,4.261,18.28,0.232,bajo
Barillas,noroccidente,1375,2012,9,233.2,4.198,7.773,0.533,bajo
Barillas,noroccidente,1375,2012,10,191.4,3.662,6.38,0.565,bajo
Barillas,noroccidente,1375,2012,11,169.1,3.546,5.637,0.618,bajo
Barillas,noroccidente,1375,2012,12,90.7,3.892,3.023,1.246,medio
Barillas,noroccidente,1375,2013,1,182.0,3.444,6.067,0.559,bajo
Barillas,noroccidente,1375,2013,2,77.8,4.718,2.593,1.752,alto
Barillas,noroccidente,1375,2013,3,181.8,5.036,6.06,0.817,bajo
Barillas,noroccidente,1375,2013,4,125.1,5.522,4.17,1.293,medio
Barillas,noroccidente,1375,2013,5,507.7,4.711,16.923,0.277,bajo
Barillas,noroccidente,1375,2013,6,1014.0,3.974,33.8,0.117,bajo
Barillas,noroccidente,1375,2013,7,543.4,4.149,18.113,0.228,bajo
Barillas,noroccidente,1375,2013,8,244.3,4.301,8.143,0.522,bajo
Barillas,noroccidente,1375,2013,9,680.7,3.664,22.69,0.161,bajo
Barillas,noroccidente,1375,2013,10,876.6,3.745,29.22,0.128,bajo
Barillas,noroccidente,1375,2013,11,251.4,3.156,8.38,0.372,bajo
Barillas,noroccidente,1375,2013,12,356.2,3.195,11.873,0.267,bajo
Barillas,noroccidente,1375,2014,1,166.3,3.458,5.543,0.613,bajo
Barillas,noroccidente,1375,2014,2,96.6,4.139,3.22,1.247,medio
Barillas,noroccidente,1375,2014,3,121.2,5.193,4.04,1.254,medio
Barillas,noroccidente,1375,2014,4,75.2,5.369,2.507,2.06,alto
Barillas,noroccidente,1375,2014,5,493.8,3.579,16.46,0.216,bajo
Barillas,noroccidente,1375,2014,6,1021.8,3.726,34.06,0.109,bajo
Barillas,noroccidente,1375,2014,7,56.6,4.572,1.887,2.301,alto
Barillas,noroccidente,1375,2014,8,69.6,4.554,2.32,1.882,alto
Barillas,noroccidente,1375,2014,9,783.1,3.556,26.103,0.136,bajo
Barillas,noroccidente,1375,2014,10,745.4,3.463,24.847,0.139,bajo
Barillas,noroccidente,1375,2014,11,246.9,3.335,8.23,0.4,bajo
Barillas,noroccidente,1375,2014,12,205.0,3.462,6.833,0.499,bajo
Barillas,noroccidente,1375,2015,1,199.4,3.339,6.647,0.495,bajo
Barillas,noroccidente,1375,2015,2,188.6,3.955,6.287,0.619,bajo
Barillas,noroccidente,1375,2015,3,125.0,4.427,4.167,1.037,medio
Barillas,noroccidente,1375,2015,4,186.4,5.266,6.213,0.834,bajo
Barillas,noroccidente,1375,2015,5,99.9,4.859,3.33,1.417,medio
Barillas,noroccidente,1375,2015,6,535.4,4.164,17.847,0.232,bajo
Barillas,noroccidente,1375,2015,7,112.5,4.511,3.75,1.172,medio
Barillas,noroccidente,1375,2015,8,77.3,4.847,2.577,1.811,alto
Barillas,noroccidente,1375,2015,9,241.6,3.683,8.053,0.452,bajo
Barillas,noroccidente,1375,2015,10,637.8,3.704,21.26,0.173,bajo
Barillas,noroccidente,1375,2015,11,288.4,3.304,9.613,0.34,bajo
Barillas,noroccidente,1375,2015,12,287.0,3.561,9.567,0.368,bajo
Barillas,noroccidente,1375,2016,1,167.8,3.654,5.593,0.642,bajo
Barillas,noroccidente,1375,2016,2,230.7,4.061,7.69,0.521,bajo
Barillas,noroccidente,1375,2016,3,316.9,5.051,10.563,0.474,bajo
Barillas,noroccidente,1375,2016,4,90.2,5.317,3.007,1.711,alto
Barillas,noroccidente,1375,2016,5,61.2,5.182,2.04,2.422,alto
Barillas,noroccidente,1375,2016,6,468.0,4.024,15.6,0.256,bajo
Barillas,noroccidente,1375,2016,7,107.4,4.573,3.58,1.243,medio
Barillas,noroccidente,1375,2016,8,219.1,4.564,7.303,0.616,bajo
Barillas,noroccidente,1375,2016,9,296.8,4.051,9.893,0.405,bajo
Barillas,noroccidente,1375,2016,10,87.1,3.712,2.903,1.236,medio
Barillas,noroccidente,1375,2016,11,196.3,3.276,6.543,0.493,bajo
Barillas,noroccidente,1375,2016,12,100.3,3.53,3.343,1.025,medio
Barillas,noroccidente,1375,2017,1,181.9,4.182,6.063,0.679,bajo
Barillas,noroccidente,1375,2017,2,66.0,4.723,2.2,2.053,alto
Barillas,noroccidente,1375,2017,3,97.7,4.982,3.257,1.484,medio
Barillas,noroccidente,1375,2017,4,121.2,5.451,4.04,1.317,medio
Barillas,noroccidente,1375,2017,5,221.4,4.44,7.38,0.594,bajo
Barillas,noroccidente,1375,2017,6,1051.8,3.639,35.06,0.104,bajo
Barillas,noroccidente,1375,2017,7,165.7,4.221,5.523,0.751,bajo
Barillas,noroccidente,1375,2017,8,387.7,4.303,12.923,0.33,bajo
Barillas,noroccidente,1375,2017,9,538.8,3.794,17.96,0.21,bajo
Barillas,noroccidente,1375,2017,10,525.3,3.339,17.51,0.19,bajo
Barillas,noroccidente,1375,2017,11,131.7,3.686,4.39,0.821,bajo
Barillas,noroccidente,1375,2017,12,155.7,3.342,5.19,0.632,bajo
Barillas,noroccidente,1375,2018,1,391.3,3.145,13.043,0.239,bajo
Barillas,noroccidente,1375,2018,2,81.3,4.283,2.71,1.524,alto
Barillas,noroccidente,1375,2018,3,27.4,5.451,0.913,5.379,alto
Barillas,noroccidente,1375,2018,4,95.5,5.058,3.183,1.54,alto
Barillas,noroccidente,1375,2018,5,194.8,4.824,6.493,0.732,bajo
Barillas,noroccidente,1375,2018,6,435.0,3.954,14.5,0.271,bajo
Barillas,noroccidente,1375,2018,7,47.6,5.123,1.587,3.037,alto
Barillas,noroccidente,1375,2018,8,93.3,4.605,3.11,1.435,medio
Barillas,noroccidente,1375,2018,9,176.3,4.051,5.877,0.678,bajo
Barillas,noroccidente,1375,2018,10,315.7,3.726,10.523,0.351,bajo
Barillas,noroccidente,1375,2018,11,103.8,3.682,3.46,1.034,medio
Barillas,noroccidente,1375,2018,12,164.1,3.774,5.47,0.678,bajo
Barillas,noroccidente,1375,2019,1,157.8,3.777,5.26,0.705,bajo
Barillas,noroccidente,1375,2019,2,43.4,5.055,1.447,3.269,alto
Barillas,noroccidente,1375,2019,3,37.8,5.412,1.26,3.98,alto
Barillas,noroccidente,1375,2019,4,162.8,5.699,5.427,1.031,medio
Barillas,noroccidente,1375,2019,5,295.9,5.041,9.863,0.506,bajo
Barillas,noroccidente,1375,2019,6,330.6,4.645,11.02,0.418,bajo
Barillas,noroccidente,1375,2019,7,49.5,5.102,1.65,2.915,alto
Barillas,noroccidente,1375,2019,8,96.7,5.124,3.223,1.542,alto
Barillas,noroccidente,1375,2019,9,267.4,4.248,8.913,0.471,bajo
Barillas,noroccidente,1375,2019,10,493.7,3.642,16.457,0.22,bajo
Barillas,noroccidente,1375,2019,11,181.6,3.795,6.053,0.617,bajo
Barillas,noroccidente,1375,2019,12,117.2,3.597,3.907,0.898,bajo
Barillas,noroccidente,1375,2020,1,203.0,3.532,6.767,0.514,bajo
Barillas,noroccidente,1375,2020,2,140.8,4.422,4.693,0.922,bajo
Barillas,noroccidente,1375,2020,3,110.6,5.44,3.687,1.436,medio
Barillas,noroccidente,1375,2020,4,72.3,5.468,2.41,2.179,alto
Barillas,noroccidente,1375,2020,5,412.7,4.48,13.757,0.323,bajo
Barillas,noroccidente,1375,2020,6,944.8,4.249,31.493,0.134,bajo
Barillas,noroccidente,1375,2020,7,104.1,4.781,3.47,1.339,medio
Barillas,noroccidente,1375,2020,8,364.2,4.346,12.14,0.355,bajo
Barillas,noroccidente,1375,2020,9,330.0,4.193,11.0,0.378,bajo
Barillas,noroccidente,1375,2020,10,328.1,3.398,10.937,0.308,bajo
Barillas,noroccidente,1375,2020,11,796.3,3.002,26.543,0.113,bajo
Barillas,noroccidente,1375,2020,12,241.2,3.396,8.04,0.417,bajo
Barillas,noroccidente,1375,2021,1,124.0,3.522,4.133,0.832,bajo
Barillas,noroccidente,1375,2021,2,96.7,4.492,3.223,1.352,medio
Barillas,noroccidente,1375,2021,3,71.1,4.949,2.37,2.004,alto
Barillas,noroccidente,1375,2021,4,148.2,5.052,4.94,1.002,medio
Barillas,noroccidente,1375,2021,5,309.7,4.611,10.323,0.442,bajo
Barillas,noroccidente,1375,2021,6,678.1,4.178,22.603,0.184,bajo
Barillas,noroccidente,1375,2021,7,193.9,4.584,6.463,0.698,bajo
Barillas,noroccidente,1375,2021,8,268.7,4.309,8.957,0.476,bajo
Barillas,noroccidente,1375,2021,9,253.9,4.364,8.463,0.51,bajo
Barillas,noroccidente,1375,2021,10,144.6,4.153,4.82,0.844,bajo
Barillas,noroccidente,1375,2021,11,193.4,3.333,6.447,0.509,bajo
Barillas,noroccidente,1375,2021,12,74.9,3.758,2.497,1.447,medio
Barillas,noroccidente,1375,2022,1,162.2,3.529,5.407,0.641,bajo
Barillas,noroccidente,1375,2022,2,154.3,4.021,5.143,0.767,bajo
Barillas,noroccidente,1375,2022,3,131.9,4.783,4.397,1.064,medio
Barillas,noroccidente,1375,2022,4,149.1,5.331,4.97,1.052,medio
Barillas,noroccidente,1375,2022,5,317.1,4.45,10.57,0.417,bajo
Barillas,noroccidente,1375,2022,6,555.1,3.805,18.503,0.205,bajo
Barillas,noroccidente,1375,2022,7,137.0,4.346,4.567,0.931,bajo
Barillas,noroccidente,1375,2022,8,187.4,4.1,6.247,0.646,bajo
Barillas,noroccidente,1375,2022,9,860.7,3.429,28.69,0.119,bajo
Barillas,noroccidente,1375,2022,10,404.3,3.32,13.477,0.245,bajo
Barillas,noroccidente,1375,2022,11,313.9,3.474,10.463,0.329,bajo
Barillas,noroccidente,1375,2022,12,172.7,3.389,5.757,0.579,bajo
Barillas,noroccidente,1375,2023,1,67.8,3.91,2.26,1.657,alto
Barillas,noroccidente,1375,2023,2,137.5,4.483,4.583,0.957,bajo
Barillas,noroccidente,1375,2023,3,149.2,5.206,4.973,1.026,medio
Barillas,noroccidente,1375,2023,4,62.4,5.797,2.08,2.659,alto
Barillas,noroccidente,1375,2023,5,86.8,5.324,2.893,1.779,alto
Barillas,noroccidente,1375,2023,6,208.5,5.224,6.95,0.741,bajo
Barillas,noroccidente,1375,2023,7,342.7,4.299,11.423,0.373,bajo
Barillas,noroccidente,1375,2023,8,390.9,4.566,13.03,0.348,bajo
Barillas,noroccidente,1375,2023,9,213.6,4.366,7.12,0.605,bajo
Barillas,noroccidente,1375,2023,10,281.4,3.517,9.38,0.371,bajo
Barillas,noroccidente,1375,2023,11,504.1,3.218,16.803,0.19,bajo
Barillas,noroccidente,1375,2023,12,312.0,3.351,10.4,0.319,bajo
Barillas,noroccidente,1375,2024,1,153.1,4.115,5.103,0.791,bajo
Barillas,noroccidente,1375,2024,2,160.0,5.261,5.333,0.968,bajo
Barillas,noroccidente,1375,2024,3,73.5,5.951,2.45,2.334,alto
Barillas,noroccidente,1375,2024,4,149.4,5.81,4.98,1.144,medio
Barillas,noroccidente,1375,2024,5,82.0,5.605,2.733,1.978,alto
Barillas,noroccidente,1375,2024,6,1082.1,3.996,36.07,0.11,bajo
Barillas,noroccidente,1375,2024,7,144.1,4.086,4.803,0.833,bajo
Barillas,noroccidente,1375,2024,8,97.2,4.639,3.24,1.389,medio
Barillas,noroccidente,1375,2024,9,388.8,4.069,12.96,0.312,bajo
Barillas,noroccidente,1375,2024,10,794.5,3.039,26.483,0.114,bajo
Barillas,noroccidente,1375,2024,11,142.7,3.307,4.757,0.681,bajo
Barillas,noroccidente,1375,2024,12,309.9,3.183,10.33,0.305,bajo
Cahabon,verapaces,200,2010,1,260.3,2.785,8.677,0.317,bajo
Cahabon,verapaces,200,2010,2,126.6,3.491,4.22,0.808,bajo
Cahabon,verapaces,200,2010,3,49.3,4.633,1.643,2.658,alto
Cahabon,verapaces,200,2010,4,357.4,4.91,11.913,0.409,bajo
Cahabon,verapaces,200,2010,5,498.8,4.549,16.627,0.272,bajo
Cahabon,verapaces,200,2010,6,229.7,4.521,7.657,0.583,bajo
Cahabon,verapaces,200,2010,7,416.3,4.124,13.877,0.295,bajo
Cahabon,verapaces,200,2010,8,433.0,3.988,14.433,0.274,bajo
Cahabon,verapaces,200,2010,9,575.4,4.068,19.18,0.211,bajo
Cahabon,verapaces,200,2010,10,105.6,3.129,3.52,0.864,bajo
Cahabon,verapaces,200,2010,11,226.7,2.989,7.557,0.39,bajo
Cahabon,verapaces,200,2010,12,143.1,2.91,4.77,0.597,bajo
Cahabon,verapaces,200,2011,1,230.7,3.335,7.69,0.428,bajo
Cahabon,verapaces,200,2011,2,103.7,3.867,3.457,1.087,medio
Cahabon,verapaces,200,2011,3,192.4,4.983,6.413,0.765,bajo
Cahabon,verapaces,200,2011,4,63.0,5.328,2.1,2.422,alto
Cahabon,verapaces,200,2011,5,138.7,4.906,4.623,1.039,medio
Cahabon,verapaces,200,2011,6,261.7,4.304,8.723,0.488,bajo
Cahabon,verapaces,200,2011,7,399.1,3.926,13.303,0.293,bajo
Cahabon,verapaces,200,2011,8,417.4,4.317,13.913,0.308,bajo
Cahabon,verapaces,200,2011,9,465.6,3.966,15.52,0.254,bajo
Cahabon,verapaces,200,2011,10,784.4,2.95,26.147,0.112,bajo
Cahabon,verapaces,200,2011,11,165.7,3.012,5.523,0.536,bajo
Cahabon,verapaces,200,2011,12,278.5,2.539,9.283,0.271,bajo
Cahabon,verapaces,200,2012,1,262.2,2.717,8.74,0.307,bajo
Cahabon,verapaces,200,2012,2,194.9,3.227,6.497,0.489,bajo
Cahabon,verapaces,200,2012,3,183.3,4.345,6.11,0.7,bajo
Cahabon,verapaces,200,2012,4,120.7,5.323,4.023,1.291,medio
Cahabon,verapaces,200,2012,5,360.6,4.673,12.02,0.386,bajo
Cahabon,verapaces,200,2012,6,506.8,4.369,16.893,0.257,bajo
Cahabon,verapaces,200,2012,7,336.5,3.896,11.217,0.344,bajo
Cahabon,verapaces,200,2012,8,285.4,4.3,9.513,0.447,bajo
Cahabon,verapaces,200,2012,9,213.9,4.096,7.13,0.567,bajo
Cahabon,verapaces,200,2012,10,445.0,3.46,14.833,0.232,bajo
Cahabon,verapaces,200,2012,11,234.7,2.686,7.823,0.339,bajo
Cahabon,verapaces,200,2012,12,213.8,3.264,7.127,0.452,bajo
Cahabon,verapaces,200,2013,1,249.6,2.787,8.32,0.331,bajo
Cahabon,verapaces,200,2013,2,88.3,4.031,2.943,1.325,medio
Cahabon,verapaces,200,2013,3,146.0,4.581,4.867,0.922,bajo
Cahabon,verapaces,200,2013,4,102.4,5.308,3.413,1.511,alto
Cahabon,verapaces,200,2013,5,243.8,4.696,8.127,0.571,bajo
Cahabon,verapaces,200,2013,6,462.1,3.914,15.403,0.252,bajo
Cahabon,verapaces,200,2013,7,355.9,3.925,11.863,0.328,bajo
Cahabon,verapaces,200,2013,8,319.9,4.069,10.663,0.378,bajo
Cahabon,verapaces,200,2013,9,359.8,3.772,11.993,0.312,bajo
Cahabon,verapaces,200,2013,10,381.5,3.586,12.717,0.28,bajo
Cahabon,verapaces,200,2013,11,454.3,2.738,15.143,0.18,bajo
Cahabon,verapaces,200,2013,12,298.4,2.631,9.947,0.262,bajo
Cahabon,verapaces,200,2014,1,220.8,2.661,7.36,0.357,bajo
Cahabon,verapaces,200,2014,2,107.5,3.709,3.583,1.007,medio
Cahabon,verapaces,200,2014,3,94.1,4.606,3.137,1.423,medio
Cahabon,verapaces,200,2014,4,105.9,5.031,3.53,1.386,medio
Cahabon,verapaces,200,2014,5,782.4,3.587,26.08,0.137,bajo
Cahabon,verapaces,200,2014,6,356.9,3.834,11.897,0.32,bajo
Cahabon,verapaces,200,2014,7,305.0,4.006,10.167,0.39,bajo
Cahabon,verapaces,200,2014,8,205.2,4.426,6.84,0.638,bajo
Cahabon,verapaces,200,2014,9,476.9,3.758,15.897,0.235,bajo
Cahabon,verapaces,200,2014,10,497.3,3.312,16.577,0.199,bajo
Cahabon,verapaces,200,2014,11,461.0,2.562,15.367,0.166,bajo
Cahabon,verapaces,200,2014,12,205.5,2.564,6.85,0.369,bajo
Cahabon,verapaces,200,2015,1,260.7,2.319,8.69,0.264,bajo
Cahabon,verapaces,200,2015,2,166.3,3.231,5.543,0.573,bajo
Cahabon,verapaces,200,2015,3,244.9,3.974,8.163,0.481,bajo
Cahabon,verapaces,200,2015,4,281.3,4.984,9.377,0.526,bajo
Cahabon,verapaces,200,2015,5,114.3,4.615,3.81,1.18,medio
Cahabon,verapaces,200,2015,6,513.1,3.683,17.103,0.214,bajo
Cahabon,verapaces,200,2015,7,320.2,4.12,10.673,0.382,bajo
Cahabon,verapaces,200,2015,8,141.2,4.622,4.707,0.962,bajo
Cahabon,verapaces,200,2015,9,434.2,3.872,14.473,0.266,bajo
Cahabon,verapaces,200,2015,10,386.9,3.589,12.897,0.276,bajo
Cahabon,verapaces,200,2015,11,442.7,2.659,14.757,0.179,bajo
Cahabon,verapaces,200,2015,12,293.9,2.999,9.797,0.303,bajo
Cahabon,verapaces,200,2016,1,143.1,2.927,4.77,0.601,bajo
Cahabon,verapaces,200,2016,2,212.9,3.123,7.097,0.434,bajo
Cahabon,verapaces,200,2016,3,131.8,4.625,4.393,1.029,medio
Cahabon,verapaces,200,2016,4,73.5,4.997,2.45,1.959,alto
Cahabon,verapaces,200,2016,5,89.3,5.292,2.977,1.72,alto
Cahabon,verapaces,200,2016,6,355.6,4.329,11.853,0.362,bajo
Cahabon,verapaces,200,2016,7,343.2,4.179,11.44,0.362,bajo
Cahabon,verapaces,200,2016,8,357.1,4.185,11.903,0.349,bajo
Cahabon,verapaces,200,2016,9,358.2,3.988,11.94,0.331,bajo
Cahabon,verapaces,200,2016,10,368.3,3.588,12.277,0.29,bajo
Cahabon,verapaces,200,2016,11,404.4,2.704,13.48,0.199,bajo
Cahabon,verapaces,200,2016,12,247.1,2.878,8.237,0.345,bajo
Cahabon,verapaces,200,2017,1,198.7,3.443,6.623,0.512,bajo
Cahabon,verapaces,200,2017,2,86.9,4.144,2.897,1.383,medio
Cahabon,verapaces,200,2017,3,230.3,4.234,7.677,0.544,bajo
Cahabon,verapaces,200,2017,4,110.7,5.54,3.69,1.462,medio
Cahabon,verapaces,200,2017,5,270.6,4.768,9.02,0.523,bajo
Cahabon,verapaces,200,2017,6,441.7,4.061,14.723,0.274,bajo
Cahabon,verapaces,200,2017,7,304.1,3.991,10.137,0.39,bajo
Cahabon,verapaces,200,2017,8,299.4,4.273,9.98,0.424,bajo
Cahabon,verapaces,200,2017,9,379.0,4.387,12.633,0.344,bajo
Cahabon,verapaces,200,2017,10,566.9,2.973,18.897,0.156,bajo
Cahabon,verapaces,200,2017,11,253.2,2.854,8.44,0.334,bajo
Cahabon,verapaces,200,2017,12,167.2,2.419,5.573,0.426,bajo
Cahabon,verapaces,200,2018,1,312.7,2.567,10.423,0.244,bajo
Cahabon,verapaces,200,2018,2,211.5,3.792,7.05,0.53,bajo
Cahabon,verapaces,200,2018,3,102.4,5.071,3.413,1.443,medio
Cahabon,verapaces,200,2018,4,106.9,5.146,3.563,1.405,medio
Cahabon,verapaces,200,2018,5,223.5,5.102,7.45,0.676,bajo
Cahabon,verapaces,200,2018,6,365.8,3.941,12.193,0.321,bajo
Cahabon,verapaces,200,2018,7,217.3,4.472,7.243,0.609,bajo
Cahabon,verapaces,200,2018,8,296.6,4.04,9.887,0.405,bajo
Cahabon,verapaces,200,2018,9,310.2,4.179,10.34,0.4,bajo
Cahabon,verapaces,200,2018,10,349.1,3.269,11.637,0.279,bajo
Cahabon,verapaces,200,2018,11,151.1,3.105,5.037,0.604,bajo
Cahabon,verapaces,200,2018,12,178.8,3.336,5.96,0.551,bajo
Cahabon,verapaces,200,2019,1,180.5,3.143,6.017,0.514,bajo
Cahabon,verapaces,200,2019,2,80.2,4.504,2.673,1.624,alto
Cahabon,verapaces,200,2019,3,73.1,4.978,2.437,1.963,alto
Cahabon,verapaces,200,2019,4,228.2,5.517,7.607,0.716,bajo
Cahabon,verapaces,200,2019,5,242.1,4.857,8.07,0.594,bajo
Cahabon,verapaces,200,2019,6,262.7,4.823,8.757,0.545,bajo
Cahabon,verapaces,200,2019,7,178.6,4.632,5.953,0.765,bajo
Cahabon,verapaces,200,2019,8,153.7,4.9,5.123,0.938,bajo
Cahabon,verapaces,200,2019,9,393.9,4.461,13.13,0.337,bajo
Cahabon,verapaces,200,2019,10,414.7,3.833,13.823,0.275,bajo
Cahabon,verapaces,200,2019,11,208.4,3.037,6.947,0.431,bajo
Cahabon,verapaces,200,2019,12,341.6,2.878,11.387,0.251,bajo
Cahabon,verapaces,200,2020,1,325.1,3.175,10.837,0.29,bajo
Cahabon,verapaces,200,2020,2,257.2,4.026,8.573,0.464,bajo
Cahabon,verapaces,200,2020,3,125.8,4.83,4.193,1.125,medio
Cahabon,verapaces,200,2020,4,8.6,5.548,0.287,14.347,alto
Cahabon,verapaces,200,2020,5,321.5,4.734,10.717,0.438,bajo
Cahabon,verapaces,200,2020,6,369.7,4.189,12.323,0.337,bajo
Cahabon,verapaces,200,2020,7,214.7,4.425,7.157,0.61,bajo
Cahabon,verapaces,200,2020,8,460.4,4.318,15.347,0.28,bajo
Cahabon,verapaces,200,2020,9,454.5,4.243,15.15,0.278,bajo
Cahabon,verapaces,200,2020,10,439.2,3.339,14.64,0.227,bajo
Cahabon,verapaces,200,2020,11,1228.4,2.479,40.947,0.06,bajo
Cahabon,verapaces,200,2020,12,223.4,2.636,7.447,0.349,bajo
Cahabon,verapaces,200,2021,1,240.7,2.863,8.023,0.352,bajo
Cahabon,verapaces,200,2021,2,135.6,3.943,4.52,0.853,bajo
Cahabon,verapaces,200,2021,3,169.3,4.787,5.643,0.833,bajo
Cahabon,verapaces,200,2021,4,159.1,4.904,5.303,0.908,bajo
Cahabon,verapaces,200,2021,5,299.3,4.746,9.977,0.471,bajo
Cahabon,verapaces,200,2021,6,277.5,4.513,9.25,0.483,bajo
Cahabon,verapaces,200,2021,7,372.6,4.273,12.42,0.341,bajo
Cahabon,verapaces,200,2021,8,276.4,4.259,9.213,0.457,bajo
Cahabon,verapaces,200,2021,9,224.1,4.242,7.47,0.56,bajo
Cahabon,verapaces,200,2021,10,240.4,4.001,8.013,0.493,bajo
Cahabon,verapaces,200,2021,11,308.6,2.759,10.287,0.266,bajo
Cahabon,verapaces,200,2021,12,134.5,3.027,4.483,0.66,bajo
Cahabon,verapaces,200,2022,1,234.9,2.929,7.83,0.369,bajo
Cahabon,verapaces,200,2022,2,256.1,3.285,8.537,0.38,bajo
Cahabon,verapaces,200,2022,3,167.3,4.378,5.577,0.771,bajo
Cahabon,verapaces,200,2022,4,228.8,4.983,7.627,0.645,bajo
Cahabon,verapaces,200,2022,5,275.0,4.656,9.167,0.502,bajo
Cahabon,verapaces,200,2022,6,568.2,3.811,18.94,0.2,bajo
Cahabon,verapaces,200,2022,7,267.2,4.003,8.907,0.444,bajo
Cahabon,verapaces,200,2022,8,309.9,4.012,10.33,0.385,bajo
Cahabon,verapaces,200,2022,9,484.4,3.724,16.147,0.229,bajo
Cahabon,verapaces,200,2022,10,402.5,3.211,13.417,0.238,bajo
Cahabon,verapaces,200,2022,11,285.2,3.057,9.507,0.318,bajo
Cahabon,verapaces,200,2022,12,249.7,2.807,8.323,0.333,bajo
Cahabon,verapaces,200,2023,1,94.7,3.404,3.157,1.045,medio
Cahabon,verapaces,200,2023,2,190.9,3.79,6.363,0.586,bajo
Cahabon,verapaces,200,2023,3,198.8,5.143,6.627,0.765,bajo
Cahabon,verapaces,200,2023,4,42.4,5.834,1.413,3.855,alto
Cahabon,verapaces,200,2023,5,59.9,5.23,1.997,2.494,alto
Cahabon,verapaces,200,2023,6,144.4,5.491,4.813,1.118,medio
Cahabon,verapaces,200,2023,7,592.6,4.016,19.753,0.202,bajo
Cahabon,verapaces,200,2023,8,261.2,4.308,8.707,0.489,bajo
Cahabon,verapaces,200,2023,9,280.5,4.325,9.35,0.458,bajo
Cahabon,verapaces,200,2023,10,248.9,3.55,8.297,0.423,bajo
Cahabon,verapaces,200,2023,11,659.2,2.502,21.973,0.113,bajo
Cahabon,verapaces,200,2023,12,284.3,2.72,9.477,0.284,bajo
