municipio,zona,altitud_m,year,month,temperature,rainfall,humidity,soil_moisture,swvl2,swvl3,soil_temp,zona
Jocotan,oriente_seco,430,2022,4,22.05,49.0,70.2,0.1493,0.1433,0.1825,20.99,oriente_seco
Jocotan,oriente_seco,430,2022,5,22.63,160.8,71.1,0.2295,0.1971,0.1698,21.76,oriente_seco
Jocotan,oriente_seco,430,2022,6,20.66,442.6,87.2,0.4023,0.4021,0.3287,20.66,oriente_seco
Jocotan,oriente_seco,430,2022,7,20.85,215.0,87.7,0.3937,0.3955,0.3901,20.79,oriente_seco
Jocotan,oriente_seco,430,2022,8,20.83,241.0,88.6,0.4048,0.4058,0.3923,20.68,oriente_seco
Jocotan,oriente_seco,430,2022,9,21.06,614.5,88.8,0.4147,0.4187,0.4203,20.98,oriente_seco
Jocotan,oriente_seco,430,2022,10,20.17,204.4,88.1,0.3873,0.3931,0.4063,19.84,oriente_seco
Jocotan,oriente_seco,430,2022,11,19.81,99.6,87.6,0.3369,0.333,0.3526,19.36,oriente_seco
Jocotan,oriente_seco,430,2022,12,18.21,80.5,87.9,0.3337,0.338,0.3415,17.83,oriente_seco
Jocotan,oriente_seco,430,2023,1,18.5,31.2,82.6,0.2179,0.2448,0.3058,17.69,oriente_seco
Jocotan,oriente_seco,430,2023,2,18.97,38.5,81.4,0.1793,0.1905,0.2681,18.45,oriente_seco
Jocotan,oriente_seco,430,2023,3,21.11,44.4,72.6,0.1597,0.1566,0.2281,19.88,oriente_seco
Jocotan,oriente_seco,430,2023,4,22.75,8.0,64.7,0.1236,0.1431,0.1936,21.11,oriente_seco
Jocotan,oriente_seco,430,2023,5,23.72,28.5,67.8,0.1599,0.1451,0.1709,22.74,oriente_seco
Jocotan,oriente_seco,430,2023,6,23.88,319.9,72.2,0.2542,0.2156,0.1717,23.37,oriente_seco
Jocotan,oriente_seco,430,2023,7,21.5,379.6,88.8,0.3876,0.3808,0.3112,21.63,oriente_seco
Jocotan,oriente_seco,430,2023,8,21.85,151.1,86.8,0.371,0.3682,0.3553,21.64,oriente_seco
Jocotan,oriente_seco,430,2023,9,21.69,133.1,87.2,0.3695,0.3626,0.3462,21.53,oriente_seco
Jocotan,oriente_seco,430,2023,10,21.35,176.4,86.6,0.378,0.3735,0.3443,21.03,oriente_seco
Jocotan,oriente_seco,430,2023,11,19.67,224.7,91.1,0.3877,0.3885,0.3893,19.55,oriente_seco
Jocotan,oriente_seco,430,2023,12,18.69,63.1,87.1,0.3165,0.3218,0.3478,18.48,oriente_seco
Jocotan,oriente_seco,430,2024,1,19.48,23.3,81.1,0.1962,0.2337,0.2998,18.44,oriente_seco
Jocotan,oriente_seco,430,2024,2,19.19,10.5,72.3,0.1365,0.1714,0.2492,17.5,oriente_seco
Jocotan,oriente_seco,430,2024,3,22.97,4.6,66.2,0.1152,0.1438,0.2009,21.36,oriente_seco
Jocotan,oriente_seco,430,2024,4,23.11,30.3,69.7,0.1329,0.1384,0.1706,22.43,oriente_seco
Jocotan,oriente_seco,430,2024,5,25.85,21.5,61.5,0.135,0.1381,0.1555,24.87,oriente_seco
Jocotan,oriente_seco,430,2024,6,23.04,378.6,79.8,0.3145,0.2794,0.192,22.83,oriente_seco
Jocotan,oriente_seco,430,2024,7,21.55,259.7,89.7,0.395,0.3922,0.3558,21.67,oriente_seco
Jocotan,oriente_seco,430,2024,8,21.62,208.0,87.3,0.3914,0.3911,0.3758,21.5,oriente_seco
Jocotan,oriente_seco,430,2024,9,22.19,420.0,86.5,0.4094,0.4127,0.3999,21.95,oriente_seco
Jocotan,oriente_seco,430,2024,10,20.76,225.7,87.7,0.3823,0.3825,0.3876,20.68,oriente_seco
Jocotan,oriente_seco,430,2024,11,19.67,259.3,87.6,0.3738,0.3785,0.3865,19.22,oriente_seco
Jocotan,oriente_seco,430,2024,12,18.31,92.2,90.1,0.365,0.3664,0.3742,18.15,oriente_seco
Jocotan,oriente_seco,430,2025,1,18.57,59.8,87.6,0.3095,0.3144,0.3415,18.25,oriente_seco
Jocotan,oriente_seco,430,2025,2,20.07,48.7,83.3,0.2422,0.2476,0.3022,19.57,oriente_seco
Jocotan,oriente_seco,430,2025,3,21.49,29.0,73.6,0.1508,0.1777,0.2537,20.34,oriente_seco
Jocotan,oriente_seco,430,2025,4,21.26,44.7,72.4,0.1553,0.1482,0.2108,20.42,oriente_seco
Jocotan,oriente_seco,430,2025,5,23.94,53.3,69.5,0.1698,0.1443,0.1826,22.96,oriente_seco
Jocotan,oriente_seco,430,2025,6,21.76,362.6,86.3,0.3768,0.3505,0.2427,21.91,oriente_seco
Jocotan,oriente_seco,430,2025,7,21.17,111.6,87.2,0.349,0.3412,0.3346,21.19,oriente_seco
Jocotan,oriente_seco,430,2025,8,21.47,194.2,84.6,0.3513,0.3402,0.3123,21.02,oriente_seco
Jocotan,oriente_seco,430,2025,9,21.52,512.4,87.7,0.3984,0.3999,0.374,21.36,oriente_seco
Jocotan,oriente_seco,430,2025,10,20.61,238.4,88.0,0.3965,0.3989,0.3991,20.35,oriente_seco
Jocotan,oriente_seco,430,2025,11,19.04,66.1,88.8,0.3331,0.3363,0.3597,18.95,oriente_seco
Jocotan,oriente_seco,430,2025,12,19.04,113.1,89.8,0.3275,0.3198,0.3266,18.99,oriente_seco
Jocotan,oriente_seco,430,2026,1,17.62,42.8,86.0,0.2777,0.2861,0.3106,17.41,oriente_seco
Jocotan,oriente_seco,430,2026,2,17.18,19.3,78.1,0.1817,0.2118,0.2762,16.2,oriente_seco
Jocotan,oriente_seco,430,2026,3,19.86,39.1,79.0,0.1706,0.1655,0.2382,19.32,oriente_seco
Jutiapa,oriente_seco,905,2010,1,19.26,1.4,67.0,0.2531,0.2915,0.3217,17.44,oriente_seco
Jutiapa,oriente_seco,905,2010,2,21.18,8.6,65.9,0.2487,0.2801,0.3039,19.36,oriente_seco
Jutiapa,oriente_seco,905,2010,3,21.92,2.8,61.4,0.2526,0.2785,0.2925,19.9,oriente_seco
Jutiapa,oriente_seco,905,2010,4,23.16,47.9,69.1,0.3412,0.3028,0.2865,21.34,oriente_seco
Jutiapa,oriente_seco,905,2010,5,22.55,305.4,77.6,0.4075,0.3861,0.2997,21.6,oriente_seco
Jutiapa,oriente_seco,905,2010,6,21.46,210.7,85.3,0.4668,0.4726,0.4645,20.7,oriente_seco
Jutiapa,oriente_seco,905,2010,7,21.15,157.2,85.4,0.4774,0.4827,0.4861,20.36,oriente_seco
Jutiapa,oriente_seco,905,2010,8,21.04,237.7,87.0,0.4838,0.4852,0.4968,20.22,oriente_seco
Jutiapa,oriente_seco,905,2010,9,20.71,366.3,88.3,0.4815,0.4839,0.4979,20.08,oriente_seco
Jutiapa,oriente_seco,905,2010,10,19.85,22.8,76.6,0.3529,0.3871,0.4179,18.13,oriente_seco
Jutiapa,oriente_seco,905,2010,11,19.67,14.3,69.7,0.288,0.3044,0.3629,17.76,oriente_seco
Jutiapa,oriente_seco,905,2010,12,17.82,0.8,65.5,0.2505,0.2855,0.3368,15.77,oriente_seco
Jutiapa,oriente_seco,905,2011,1,19.92,1.4,66.8,0.2453,0.2803,0.3197,17.79,oriente_seco
Jutiapa,oriente_seco,905,2011,2,20.52,2.6,65.5,0.2514,0.2791,0.3086,18.52,oriente_seco
Jutiapa,oriente_seco,905,2011,3,20.47,6.2,60.9,0.272,0.2791,0.301,17.94,oriente_seco
Jutiapa,oriente_seco,905,2011,4,22.35,41.8,64.4,0.2909,0.3004,0.2945,20.2,oriente_seco
Jutiapa,oriente_seco,905,2011,5,22.18,110.7,75.3,0.3967,0.3861,0.298,20.92,oriente_seco
Jutiapa,oriente_seco,905,2011,6,21.52,175.5,81.2,0.4643,0.456,0.3499,20.34,oriente_seco
Jutiapa,oriente_seco,905,2011,7,21.14,133.9,83.3,0.4652,0.4675,0.4689,20.16,oriente_seco
Jutiapa,oriente_seco,905,2011,8,21.33,194.5,82.6,0.4634,0.4604,0.4706,20.2,oriente_seco
Jutiapa,oriente_seco,905,2011,9,21.1,163.4,84.1,0.477,0.48,0.4812,19.96,oriente_seco
Jutiapa,oriente_seco,905,2011,10,19.54,327.4,85.1,0.4519,0.4622,0.4764,18.84,oriente_seco
Jutiapa,oriente_seco,905,2011,11,19.46,4.8,74.2,0.3034,0.3436,0.3895,17.77,oriente_seco
Jutiapa,oriente_seco,905,2011,12,19.27,0.6,70.8,0.2509,0.2933,0.3518,17.55,oriente_seco
Jutiapa,oriente_seco,905,2012,1,19.76,2.1,67.6,0.2445,0.2825,0.3306,18.07,oriente_seco
Jutiapa,oriente_seco,905,2012,2,20.89,1.3,66.2,0.2497,0.2799,0.3171,19.11,oriente_seco
Jutiapa,oriente_seco,905,2012,3,21.33,4.7,61.1,0.2437,0.2787,0.3051,19.39,oriente_seco
Jutiapa,oriente_seco,905,2012,4,21.75,54.0,66.8,0.3522,0.3243,0.2988,19.55,oriente_seco
Jutiapa,oriente_seco,905,2012,5,22.22,149.0,77.4,0.389,0.3846,0.3233,20.83,oriente_seco
Jutiapa,oriente_seco,905,2012,6,21.66,77.3,80.9,0.4494,0.4516,0.4076,20.33,oriente_seco
Jutiapa,oriente_seco,905,2012,7,22.07,60.6,72.3,0.3889,0.369,0.3829,20.28,oriente_seco
Jutiapa,oriente_seco,905,2012,8,21.63,179.4,79.1,0.4515,0.4321,0.3681,20.27,oriente_seco
Jutiapa,oriente_seco,905,2012,9,21.57,47.3,77.0,0.4309,0.4242,0.3989,19.95,oriente_seco
Jutiapa,oriente_seco,905,2012,10,20.8,90.8,79.2,0.4348,0.4325,0.3962,19.38,oriente_seco
Jutiapa,oriente_seco,905,2012,11,19.36,2.0,70.6,0.2857,0.3353,0.3728,17.6,oriente_seco
Jutiapa,oriente_seco,905,2012,12,19.92,0.8,66.6,0.243,0.2879,0.3359,17.8,oriente_seco
Jutiapa,oriente_seco,905,2013,1,20.32,3.3,67.5,0.2452,0.2798,0.3115,18.76,oriente_seco
Jutiapa,oriente_seco,905,2013,2,21.12,0.6,63.8,0.2427,0.2784,0.2981,18.88,oriente_seco
Jutiapa,oriente_seco,905,2013,3,20.88,2.3,60.9,0.2526,0.2774,0.2894,18.95,oriente_seco
Jutiapa,oriente_seco,905,2013,4,23.48,12.8,62.8,0.253,0.2767,0.2846,21.41,oriente_seco
Jutiapa,oriente_seco,905,2013,5,22.47,83.4,72.3,0.346,0.2959,0.2825,21.18,oriente_seco
Jutiapa,oriente_seco,905,2013,6,21.88,81.3,79.5,0.4534,0.4288,0.2972,20.78,oriente_seco
Jutiapa,oriente_seco,905,2013,7,21.61,90.2,76.7,0.4429,0.4369,0.3635,20.19,oriente_seco
Jutiapa,oriente_seco,905,2013,8,21.52,132.9,77.2,0.4348,0.4079,0.3563,20.16,oriente_seco
Jutiapa,oriente_seco,905,2013,9,21.09,204.1,85.8,0.4761,0.483,0.455,20.12,oriente_seco
Jutiapa,oriente_seco,905,2013,10,21.05,96.8,82.3,0.4549,0.4522,0.4572,19.8,oriente_seco
Jutiapa,oriente_seco,905,2013,11,20.54,8.2,75.6,0.3742,0.3984,0.4345,19.07,oriente_seco
Jutiapa,oriente_seco,905,2013,12,20.3,6.0,70.4,0.2656,0.3153,0.3822,18.38,oriente_seco
Jutiapa,oriente_seco,905,2014,1,19.13,0.5,65.7,0.2421,0.2872,0.3426,17.43,oriente_seco
Jutiapa,oriente_seco,905,2014,2,21.17,0.8,63.8,0.2419,0.2803,0.3163,19.28,oriente_seco
Jutiapa,oriente_seco,905,2014,3,22.28,10.7,62.5,0.2557,0.2788,0.299,20.5,oriente_seco
Jutiapa,oriente_seco,905,2014,4,23.04,7.0,61.1,0.2506,0.2778,0.2887,21.14,oriente_seco
Jutiapa,oriente_seco,905,2014,5,22.17,119.0,77.8,0.432,0.3859,0.2913,21.23,oriente_seco
Jutiapa,oriente_seco,905,2014,6,21.84,146.8,80.7,0.4646,0.4641,0.3691,20.79,oriente_seco
Jutiapa,oriente_seco,905,2014,7,22.86,13.2,68.3,0.3265,0.3379,0.3676,21.17,oriente_seco
Jutiapa,oriente_seco,905,2014,8,22.48,44.9,71.3,0.3536,0.309,0.3267,20.92,oriente_seco
Jutiapa,oriente_seco,905,2014,9,21.29,216.0,82.5,0.4556,0.4217,0.3449,20.27,oriente_seco
Jutiapa,oriente_seco,905,2014,10,20.52,196.1,83.9,0.4632,0.4653,0.4524,19.58,oriente_seco
Jutiapa,oriente_seco,905,2014,11,19.51,10.5,75.8,0.3686,0.4003,0.4412,17.92,oriente_seco
Jutiapa,oriente_seco,905,2014,12,19.36,0.4,70.1,0.2678,0.3181,0.3859,17.54,oriente_seco
Jutiapa,oriente_seco,905,2015,1,19.5,0.4,68.3,0.242,0.2876,0.3444,17.93,oriente_seco
Jutiapa,oriente_seco,905,2015,2,19.91,0.6,65.2,0.2404,0.2805,0.3181,18.01,oriente_seco
Jutiapa,oriente_seco,905,2015,3,21.46,6.6,63.6,0.2503,0.2787,0.3004,19.83,oriente_seco
Jutiapa,oriente_seco,905,2015,4,23.25,22.4,66.6,0.2876,0.2793,0.2905,21.49,oriente_seco
Jutiapa,oriente_seco,905,2015,5,23.53,32.7,64.0,0.3218,0.2888,0.2853,22.05,oriente_seco
Jutiapa,oriente_seco,905,2015,6,22.24,137.0,77.5,0.4146,0.403,0.3148,21.2,oriente_seco
Jutiapa,oriente_seco,905,2015,7,22.67,53.5,70.0,0.3537,0.3235,0.3157,21.15,oriente_seco
Jutiapa,oriente_seco,905,2015,8,23.42,59.5,66.8,0.3285,0.2997,0.2983,21.72,oriente_seco
Jutiapa,oriente_seco,905,2015,9,22.26,274.1,77.9,0.4197,0.3596,0.3047,21.17,oriente_seco
Jutiapa,oriente_seco,905,2015,10,21.45,152.5,82.9,0.4462,0.4492,0.4265,20.44,oriente_seco
Jutiapa,oriente_seco,905,2015,11,21.19,69.4,79.6,0.4257,0.4293,0.4244,19.9,oriente_seco
Jutiapa,oriente_seco,905,2015,12,21.23,2.9,72.1,0.3003,0.3525,0.3941,19.14,oriente_seco
Jutiapa,oriente_seco,905,2016,1,20.34,0.6,65.9,0.2432,0.2927,0.3493,18.3,oriente_seco
Jutiapa,oriente_seco,905,2016,2,19.57,0.6,65.3,0.2407,0.281,0.3193,17.94,oriente_seco
Jutiapa,oriente_seco,905,2016,3,22.85,21.1,66.3,0.2755,0.2798,0.301,20.74,oriente_seco
Jutiapa,oriente_seco,905,2016,4,23.69,18.4,64.2,0.2696,0.279,0.2894,22.21,oriente_seco
Jutiapa,oriente_seco,905,2016,5,23.98,41.5,68.3,0.3366,0.291,0.2845,22.32,oriente_seco
Jutiapa,oriente_seco,905,2016,6,22.11,130.6,78.9,0.4478,0.4233,0.31,21.21,oriente_seco
Jutiapa,oriente_seco,905,2016,7,22.64,61.6,71.8,0.3901,0.3564,0.3244,21.18,oriente_seco
Jutiapa,oriente_seco,905,2016,8,22.3,82.4,76.3,0.4154,0.3809,0.3118,20.91,oriente_seco
Jutiapa,oriente_seco,905,2016,9,21.64,136.1,79.7,0.4542,0.4381,0.3253,20.43,oriente_seco
Jutiapa,oriente_seco,905,2016,10,21.82,16.9,72.5,0.3689,0.361,0.3386,20.2,oriente_seco
Jutiapa,oriente_seco,905,2016,11,21.09,27.5,69.8,0.2909,0.2958,0.3167,19.63,oriente_seco
Jutiapa,oriente_seco,905,2016,12,20.98,7.8,69.3,0.2722,0.2813,0.2999,19.34,oriente_seco
Jutiapa,oriente_seco,905,2017,1,19.72,1.4,63.3,0.243,0.2785,0.2901,17.75,oriente_seco
Jutiapa,oriente_seco,905,2017,2,21.04,3.5,63.2,0.2427,0.2772,0.2845,19.03,oriente_seco
Jutiapa,oriente_seco,905,2017,3,21.19,4.9,61.5,0.255,0.2764,0.2817,19.62,oriente_seco
Jutiapa,oriente_seco,905,2017,4,23.49,19.2,58.5,0.2561,0.2757,0.2801,21.47,oriente_seco
Jutiapa,oriente_seco,905,2017,5,22.79,129.6,76.9,0.4055,0.3367,0.2802,21.86,oriente_seco
Jutiapa,oriente_seco,905,2017,6,21.55,267.0,85.7,0.4759,0.4674,0.3784,20.83,oriente_seco
Jutiapa,oriente_seco,905,2017,7,21.84,43.7,77.6,0.4413,0.4353,0.4403,20.38,oriente_seco
Jutiapa,oriente_seco,905,2017,8,22.21,65.5,76.4,0.4322,0.4151,0.3962,20.32,oriente_seco
Jutiapa,oriente_seco,905,2017,9,21.78,236.1,83.5,0.4669,0.4564,0.4045,20.79,oriente_seco
Jutiapa,oriente_seco,905,2017,10,20.83,83.4,83.3,0.4538,0.4578,0.4743,19.88,oriente_seco
Jutiapa,oriente_seco,905,2017,11,20.06,2.6,72.4,0.329,0.3693,0.4173,18.14,oriente_seco
Jutiapa,oriente_seco,905,2017,12,19.67,2.5,68.1,0.2568,0.3008,0.3661,17.73,oriente_seco
Jutiapa,oriente_seco,905,2018,1,18.68,0.8,66.5,0.2424,0.2833,0.3313,17.17,oriente_seco
Jutiapa,oriente_seco,905,2018,2,20.7,5.5,64.0,0.2473,0.2796,0.3101,18.91,oriente_seco
Jutiapa,oriente_seco,905,2018,3,21.94,4.2,59.9,0.2441,0.2782,0.2947,19.87,oriente_seco
Jutiapa,oriente_seco,905,2018,4,22.71,35.4,63.6,0.2934,0.2801,0.2869,20.99,oriente_seco
Jutiapa,oriente_seco,905,2018,5,22.42,340.8,74.4,0.3986,0.3647,0.3064,21.32,oriente_seco
Jutiapa,oriente_seco,905,2018,6,21.21,164.7,83.4,0.4769,0.4815,0.4619,20.21,oriente_seco
Jutiapa,oriente_seco,905,2018,7,22.15,33.5,71.1,0.3412,0.3635,0.4209,20.28,oriente_seco
Jutiapa,oriente_seco,905,2018,8,22.24,77.3,73.0,0.3955,0.3433,0.3631,20.53,oriente_seco
Jutiapa,oriente_seco,905,2018,9,21.78,132.4,80.0,0.4565,0.4356,0.3539,20.54,oriente_seco
Jutiapa,oriente_seco,905,2018,10,20.63,368.4,84.4,0.4496,0.4598,0.4536,19.82,oriente_seco
Jutiapa,oriente_seco,905,2018,11,20.67,6.2,75.5,0.3122,0.3607,0.4289,19.0,oriente_seco
Jutiapa,oriente_seco,905,2018,12,19.84,0.5,67.0,0.249,0.3016,0.3723,17.58,oriente_seco
Jutiapa,oriente_seco,905,2019,1,19.95,0.9,66.3,0.2416,0.2836,0.335,18.2,oriente_seco
Jutiapa,oriente_seco,905,2019,2,21.43,3.5,63.7,0.2427,0.2795,0.3116,19.45,oriente_seco
Jutiapa,oriente_seco,905,2019,3,21.74,0.3,59.9,0.2412,0.2783,0.2968,19.78,oriente_seco
Jutiapa,oriente_seco,905,2019,4,22.57,58.9,65.4,0.3058,0.2985,0.2892,20.61,oriente_seco
Jutiapa,oriente_seco,905,2019,5,22.53,157.2,80.0,0.4439,0.4037,0.3042,21.6,oriente_seco
Jutiapa,oriente_seco,905,2019,6,22.62,75.8,79.2,0.45,0.4479,0.3673,21.21,oriente_seco
Jutiapa,oriente_seco,905,2019,7,22.77,31.3,69.1,0.3646,0.344,0.3506,20.84,oriente_seco
Jutiapa,oriente_seco,905,2019,8,22.89,85.3,71.9,0.3683,0.3456,0.3224,21.26,oriente_seco
Jutiapa,oriente_seco,905,2019,9,22.18,160.1,78.6,0.4457,0.4228,0.3263,20.81,oriente_seco
Jutiapa,oriente_seco,905,2019,10,21.01,206.1,85.0,0.4729,0.4771,0.4353,20.17,oriente_seco
Jutiapa,oriente_seco,905,2019,11,20.73,3.2,73.9,0.3467,0.3914,0.4456,18.86,oriente_seco
Jutiapa,oriente_seco,905,2019,12,20.12,11.1,69.7,0.2733,0.3102,0.3819,18.13,oriente_seco
Jutiapa,oriente_seco,905,2020,1,21.17,1.5,65.5,0.2477,0.2866,0.3417,19.13,oriente_seco
Jutiapa,oriente_seco,905,2020,2,21.74,2.9,62.6,0.2448,0.2801,0.3143,19.75,oriente_seco
Jutiapa,oriente_seco,905,2020,3,22.61,1.4,59.9,0.2404,0.2783,0.2971,20.78,oriente_seco
Jutiapa,oriente_seco,905,2020,4,24.54,9.1,61.7,0.2558,0.2773,0.2875,22.32,oriente_seco
Jutiapa,oriente_seco,905,2020,5,23.33,341.3,74.1,0.3895,0.3498,0.2912,22.55,oriente_seco
Jutiapa,oriente_seco,905,2020,6,21.6,263.0,83.6,0.4452,0.4513,0.4686,20.94,oriente_seco
Jutiapa,oriente_seco,905,2020,7,22.09,57.6,77.1,0.4,0.3811,0.4112,20.8,oriente_seco
Jutiapa,oriente_seco,905,2020,8,22.14,131.5,78.8,0.4362,0.4309,0.3857,20.81,oriente_seco
Jutiapa,oriente_seco,905,2020,9,21.54,111.8,83.3,0.4662,0.476,0.4567,20.29,oriente_seco
Jutiapa,oriente_seco,905,2020,10,21.23,153.2,83.1,0.4673,0.467,0.4789,20.13,oriente_seco
Jutiapa,oriente_seco,905,2020,11,20.4,164.0,82.4,0.4462,0.4593,0.4892,19.31,oriente_seco
Jutiapa,oriente_seco,905,2020,12,19.55,2.6,73.5,0.3108,0.3677,0.4339,17.86,oriente_seco
Jutiapa,oriente_seco,905,2021,1,20.51,3.8,68.4,0.2641,0.3085,0.38,18.56,oriente_seco
Jutiapa,oriente_seco,905,2021,2,20.67,0.7,63.0,0.2408,0.2856,0.3428,18.25,oriente_seco
Jutiapa,oriente_seco,905,2021,3,21.94,2.0,59.8,0.2412,0.28,0.3177,19.64,oriente_seco
Jutiapa,oriente_seco,905,2021,4,22.96,24.7,66.9,0.2907,0.2818,0.3027,21.25,oriente_seco
Jutiapa,oriente_seco,905,2021,5,22.92,62.0,72.1,0.3501,0.3187,0.2968,21.55,oriente_seco
Jutiapa,oriente_seco,905,2021,6,22.08,132.0,80.0,0.4389,0.4027,0.3098,21.24,oriente_seco
Jutiapa,oriente_seco,905,2021,7,22.39,70.4,73.4,0.3978,0.404,0.3508,20.74,oriente_seco
Jutiapa,oriente_seco,905,2021,8,22.14,109.5,77.3,0.4121,0.3828,0.3316,20.73,oriente_seco
Jutiapa,oriente_seco,905,2021,9,21.58,117.7,81.5,0.4506,0.4481,0.3954,20.38,oriente_seco
Jutiapa,oriente_seco,905,2021,10,22.23,51.2,75.8,0.3882,0.376,0.3835,20.49,oriente_seco
Jutiapa,oriente_seco,905,2021,11,20.94,5.6,67.1,0.2845,0.3157,0.3501,19.11,oriente_seco
Jutiapa,oriente_seco,905,2021,12,21.01,3.1,66.0,0.2557,0.2834,0.3203,19.09,oriente_seco
Jutiapa,oriente_seco,905,2022,1,20.34,1.4,64.9,0.2458,0.2791,0.3024,18.58,oriente_seco
Jutiapa,oriente_seco,905,2022,2,20.81,0.9,62.5,0.2435,0.2779,0.2926,18.75,oriente_seco
Jutiapa,oriente_seco,905,2022,3,22.37,2.8,61.5,0.2444,0.2769,0.2868,20.54,oriente_seco
Jutiapa,oriente_seco,905,2022,4,23.4,15.3,61.3,0.2638,0.2761,0.2832,21.38,oriente_seco
Jutiapa,oriente_seco,905,2022,5,22.66,165.1,72.1,0.3817,0.3432,0.2897,21.42,oriente_seco
Jutiapa,oriente_seco,905,2022,6,20.91,320.7,84.5,0.4709,0.4697,0.4299,20.33,oriente_seco
Jutiapa,oriente_seco,905,2022,7,22.02,62.5,75.7,0.4025,0.3987,0.4353,20.54,oriente_seco
Jutiapa,oriente_seco,905,2022,8,22.02,89.7,77.2,0.4096,0.3811,0.3845,20.47,oriente_seco
Jutiapa,oriente_seco,905,2022,9,21.0,286.6,87.2,0.4812,0.4874,0.482,20.4,oriente_seco
Jutiapa,oriente_seco,905,2022,10,20.81,186.6,81.6,0.4339,0.4478,0.4825,19.53,oriente_seco
Jutiapa,oriente_seco,905,2022,11,20.83,26.5,77.4,0.3521,0.3681,0.424,19.23,oriente_seco
Jutiapa,oriente_seco,905,2022,12,19.87,9.1,70.1,0.2939,0.3215,0.3784,17.75,oriente_seco
Jutiapa,oriente_seco,905,2023,1,20.41,0.3,63.9,0.2433,0.2878,0.344,18.17,oriente_seco
Jutiapa,oriente_seco,905,2023,2,20.87,0.3,62.6,0.2402,0.2804,0.3204,18.79,oriente_seco
Jutiapa,oriente_seco,905,2023,3,22.3,4.6,63.4,0.2594,0.2789,0.305,20.06,oriente_seco
Jutiapa,oriente_seco,905,2023,4,23.46,8.3,60.2,0.2546,0.2783,0.2948,21.33,oriente_seco
Jutiapa,oriente_seco,905,2023,5,24.45,72.0,63.8,0.3069,0.2805,0.2893,22.52,oriente_seco
Jutiapa,oriente_seco,905,2023,6,23.33,114.3,77.1,0.4282,0.3698,0.2899,22.3,oriente_seco
Jutiapa,oriente_seco,905,2023,7,22.83,138.1,76.3,0.4298,0.4104,0.3119,21.57,oriente_seco
Jutiapa,oriente_seco,905,2023,8,23.26,50.7,73.7,0.378,0.3586,0.3121,21.74,oriente_seco
Jutiapa,oriente_seco,905,2023,9,23.48,116.9,71.8,0.36,0.3199,0.3003,21.94,oriente_seco
Jutiapa,oriente_seco,905,2023,10,22.18,159.6,80.3,0.4443,0.4398,0.3479,21.12,oriente_seco
Jutiapa,oriente_seco,905,2023,11,21.23,94.1,77.6,0.3826,0.4069,0.3848,19.77,oriente_seco
Jutiapa,oriente_seco,905,2023,12,20.91,2.8,67.4,0.2523,0.3037,0.3536,19.01,oriente_seco
Jutiapa,oriente_seco,905,2024,1,21.34,0.4,64.0,0.2418,0.2823,0.3214,19.16,oriente_seco
Jutiapa,oriente_seco,905,2024,2,20.45,1.4,59.9,0.2417,0.2788,0.3012,18.1,oriente_seco
Jutiapa,oriente_seco,905,2024,3,23.77,2.2,60.5,0.2416,0.2775,0.2895,21.24,oriente_seco
Jutiapa,oriente_seco,905,2024,4,24.35,14.6,62.6,0.2562,0.2766,0.2839,22.7,oriente_seco
Jutiapa,oriente_seco,905,2024,5,25.0,16.8,68.9,0.3169,0.2849,0.2817,23.4,oriente_seco
Jutiapa,oriente_seco,905,2024,6,22.13,542.7,86.7,0.443,0.4073,0.3757,22.04,oriente_seco
Jutiapa,oriente_seco,905,2024,7,22.21,126.4,81.5,0.4464,0.4516,0.476,21.17,oriente_seco
Jutiapa,oriente_seco,905,2024,8,22.77,70.3,76.3,0.407,0.3972,0.4177,21.23,oriente_seco
Jutiapa,oriente_seco,905,2024,9,22.36,207.8,83.2,0.4597,0.4416,0.4058,21.39,oriente_seco
Jutiapa,oriente_seco,905,2024,10,21.72,69.4,80.5,0.4445,0.4529,0.4582,20.54,oriente_seco
Jutiapa,oriente_seco,905,2024,11,20.67,148.6,78.5,0.4107,0.4178,0.4346,19.24,oriente_seco
Jutiapa,oriente_seco,905,2024,12,20.22,39.1,73.1,0.3283,0.3666,0.418,18.37,oriente_seco
Jutiapa,oriente_seco,905,2025,1,20.89,0.7,66.7,0.2656,0.3062,0.3718,18.83,oriente_seco
Jutiapa,oriente_seco,905,2025,2,22.31,4.9,64.6,0.2464,0.2843,0.3353,20.51,oriente_seco
Jutiapa,oriente_seco,905,2025,3,23.04,2.7,62.0,0.2426,0.2796,0.3103,21.15,oriente_seco
Jutiapa,oriente_seco,905,2025,4,22.78,12.8,62.2,0.2688,0.2788,0.2961,21.05,oriente_seco
Jutiapa,oriente_seco,905,2025,5,24.18,37.3,69.0,0.3153,0.2827,0.2889,22.63,oriente_seco
Jutiapa,oriente_seco,905,2025,6,22.16,286.3,81.9,0.4548,0.4324,0.336,21.55,oriente_seco
Jutiapa,oriente_seco,905,2025,7,22.54,51.8,72.9,0.3729,0.3776,0.4019,20.96,oriente_seco
Jutiapa,oriente_seco,905,2025,8,23.09,62.8,69.7,0.341,0.3017,0.3491,21.27,oriente_seco
Jutiapa,oriente_seco,905,2025,9,22.33,140.0,79.5,0.4277,0.3874,0.3341,21.19,oriente_seco
Jutiapa,oriente_seco,905,2025,10,21.23,122.2,83.1,0.4641,0.4687,0.4255,20.18,oriente_seco
